EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Tr North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,Tree,Conifer,Douglas-fir-Western Hemlock Forest and Woodland,SAF 230: Douglas-Fir-Western Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,8015
North Pacific Mountain Hemlock Forest,Tr North Pacific Mountain Hemlock Forest,Tree,Conifer,Mountain Hemlock Forest and Woodland,SAF 205: Mountain Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,336
North Pacific Mesic Western Hemlock-Silver Fir Forest,Tr North Pacific Mesic Western Hemlock-Silver Fir Forest,Tree,Conifer,Western Hemlock-Silver Fir Forest,SAF 226: Coastal True Fir-Hemlock,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,2488
Mediterranean California Mixed Evergreen Forest,Tr Mediterranean California Mixed Evergreen Forest,Tree,Conifer,California Mixed Evergreen Forest and Woodland,SAF 234: Douglas-Fir-Tanoak-Pacific Madrone,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,62207
Northern California Mesic Subalpine Woodland,Tr Northern California Mesic Subalpine Woodland,Tree,Conifer,Mountain Hemlock Forest and Woodland,SAF 205: Mountain Hemlock,Tree-dominated,Open tree canopy,Evergreen open tree canopy,499
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tr Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,99484
Northern Rocky Mountain Subalpine Woodland and Parkland,Tr Northern Rocky Mountain Subalpine Woodland and Parkland,Tree,Conifer,Subalpine Woodland and Parkland,SAF 208: Whitebark Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1067
Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Tr Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,Tree,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 213: Grand Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,2509
Rocky Mountain Foothill Limber Pine-Juniper Woodland,Tr Rocky Mountain Foothill Limber Pine-Juniper Woodland,Tree,Conifer,Limber Pine Woodland,SAF 219: Limber Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,71256
Rocky Mountain Lodgepole Pine Forest,Tr Rocky Mountain Lodgepole Pine Forest,Tree,Conifer,Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,102025
Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tr Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,43058
Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Tr Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Tree,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 211: White Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,22738
Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tr Northern Rocky Mountain Ponderosa Pine Woodland and Savanna,Tree,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,43884
Southern Rocky Mountain Ponderosa Pine Woodland,Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,110372
Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,77680
Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Tr Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,Tree,Conifer,Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,11695
Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Tr Rocky Mountain Subalpine-Montane Limber-Bristlecone Pine Woodland,Tree,Conifer,Limber Pine Woodland,SAF 209: Bristlecone Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,4968
Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Tr Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Tree,Conifer,Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,1765
Southern Rocky Mountain Pinyon-Juniper Woodland,Tr Southern Rocky Mountain Pinyon-Juniper Woodland,Tree,Conifer,Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,77850
East Cascades Ponderosa Pine Forest and Woodland,Tr East Cascades Ponderosa Pine Forest and Woodland,Tree,Conifer,Conifer-Oak Forest and Woodland,SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,661
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tr Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tree,Conifer-Hardwood,Aspen-Mixed Conifer Forest and Woodland,SAF 217: Aspen,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,2192
Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Tr Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Tree,Conifer,Mountain Mahogany Woodland and Shrubland,SRM 415: Curlleaf Mountain-Mahogany,Tree-dominated,Open tree canopy,Evergreen open tree canopy,8796
North Pacific Broadleaf Landslide Forest,Tr North Pacific Broadleaf Landslide Forest and Shrubland,Tree,Hardwood,Red Alder Forest and Woodland,SAF 221: Red Alder,Tree-dominated,Closed tree canopy,Deciduous closed tree canopy,4813
Colorado Plateau Mixed Low Sagebrush Shrubland,Sh Colorado Plateau Mixed Low Sagebrush Shrubland,Shrub,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 405: Black Sagebrush,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,3250
Columbia Plateau Scabland Shrubland,Sh Columbia Plateau Scabland Shrubland,Shrub,Shrubland,Desert Scrub,SRM 106: Bluegrass Scabland,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,44277
Inter-Mountain Basins Mat Saltbush Shrubland,Sh Inter-Mountain Basins Mat Saltbush Shrubland,Shrub,Shrubland,Salt Desert Scrub,SRM 501: Saltbush-Greasewood,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,20784
Rocky Mountain Alpine Dwarf-Shrubland,Sh Rocky Mountain Alpine Dwarf-Shrubland,Shrub,Shrubland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,1492
Sierra Nevada Alpine Dwarf-Shrubland,Sh Sierra Nevada Alpine Dwarf-Shrubland,Shrub,Shrubland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 213: Alpine Grassland,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,135
Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Sh Wyoming Basins Dwarf Sagebrush Shrubland and Steppe,Shrub,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 405: Black Sagebrush,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,50957
Chihuahuan Creosotebush Desert Scrub,Sh Chihuahuan Creosotebush Desert Scrub,Shrub,Shrubland,Creosotebush Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,9205
Chihuahuan Mixed Salt Desert Scrub,Sh Chihuahuan Mixed Salt Desert Scrub,Shrub,Shrubland,Salt Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,19116
Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Sh Chihuahuan Stabilized Coppice Dune and Sand Flat Scrub,Shrub,Shrubland,Desert Scrub,SRM 729: Mesquite,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,5743
Chihuahuan Succulent Desert Scrub,Sh Chihuahuan Succulent Desert Scrub,Shrub,Shrubland,Succulent Desert Scrub,SRM 735: Sideoats Grama-Sumac-Juniper,Shrub-dominated,Shrubland,Evergreen shrubland,28020
Colorado Plateau Blackbrush-Mormon-tea Shrubland,Sh Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrub,Shrubland,Blackbrush Shrubland,SRM 212: Blackbush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,4365
Great Basin Xeric Mixed Sagebrush Shrubland,Sh Great Basin Xeric Mixed Sagebrush Shrubland,Shrub,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 406: Low Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,5034
Inter-Mountain Basins Big Sagebrush Shrubland,Sh Inter-Mountain Basins Big Sagebrush Shrubland,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Evergreen shrubland,293322
Inter-Mountain Basins Mixed Salt Desert Scrub,Sh Inter-Mountain Basins Mixed Salt Desert Scrub,Shrub,Shrubland,Salt Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,47545
Mojave Mid-Elevation Mixed Desert Scrub,Sh Mojave Mid-Elevation Mixed Desert Scrub,Shrub,Shrubland,Desert Scrub,SRM 212: Blackbush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,4247
North Pacific Montane Shrubland,Sh North Pacific Montane Shrubland,Shrub,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,714
Northwestern Great Plains Shrubland,Sh Northwestern Great Plains Shrubland,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 612: Sagebrush-Grass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,54757
Rocky Mountain Lower Montane-Foothill Shrubland,Sh Rocky Mountain Lower Montane-Foothill Shrubland,Shrub,Shrubland,Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,93137
Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Sh Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrub,Shrubland,Creosotebush Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,13454
Sonora-Mojave Mixed Salt Desert Scrub,Sh Sonora-Mojave Mixed Salt Desert Scrub,Shrub,Shrubland,Salt Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,524
Sonoran Granite Outcrop Desert Scrub,Sh Sonoran Granite Outcrop Desert Scrub,Shrub,Shrubland,Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1
Sonoran Mid-Elevation Desert Scrub,Sh Sonoran Mid-Elevation Desert Scrub,Shrub,Shrubland,Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2542
Southern California Coastal Scrub,Sh Southern California Coastal Scrub,Shrub,Shrubland,Pacific Coastal Scrub,SRM 205: Coastal Sage Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,150790
Southern Colorado Plateau Sand Shrubland,Sh Southern Colorado Plateau Sand Shrubland,Shrub,Shrubland,Sand Shrubland,SRM 605: Sandsage Prairie,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,902
Western Great Plains Sandhill Steppe,Sh Western Great Plains Sandhill Steppe,Shrub,Shrubland,Sand Shrubland,SRM 605: Sandsage Prairie,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,371152
California Maritime Chaparral,Sh California Maritime Chaparral,Shrub,Shrubland,Chaparral,SRM 208: Ceanothus Mixed Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,181
California Mesic Chaparral,Sh California Mesic Chaparral,Shrub,Shrubland,Chaparral,SRM 207: Scrub Oak Mixed Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,12199
California Montane Woodland and Chaparral,Sh California Montane Woodland and Chaparral,Shrub,Shrubland,Chaparral,SRM 209: Montane Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,2688
California Xeric Serpentine Chaparral,Sh California Xeric Serpentine Chaparral,Shrub,Shrubland,Chaparral,SRM 209: Montane Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,3
Chihuahuan Mixed Desert and Thornscrub,Sh Chihuahuan Mixed Desert and Thornscrub,Shrub,Shrubland,Desert Scrub,SRM 508: Creosotebush-Tarbush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,225065
Madrean Oriental Chaparral,Sh Madrean Oriental Chaparral,Shrub,Shrubland,Chaparral,SRM 735: Sideoats Grama-Sumac-Juniper,Shrub-dominated,Shrubland,Evergreen shrubland,45658
Colorado Plateau Pinyon-Juniper Shrubland,Sh Colorado Plateau Pinyon-Juniper Shrubland,Shrub,Shrubland,Pinyon-Juniper Shrubland,SRM 504: Juniper-Pinyon Pine Woodland,Shrub-dominated,Shrubland,Evergreen shrubland,1539
Great Basin Semi-Desert Chaparral,Sh Great Basin Semi-Desert Chaparral,Shrub,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,32
Mogollon Chaparral,Sh Mogollon Chaparral,Shrub,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,60318
Northern and Central California Dry-Mesic Chaparral,Sh Northern and Central California Dry-Mesic Chaparral,Shrub,Shrubland,Chaparral,SRM 206: Chamise Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,133194
Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Sh Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrub,Shrubland,Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,144199
Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,44626
Sonora-Mojave Semi-Desert Chaparral,Sh Sonora-Mojave Semi-Desert Chaparral,Shrub,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,10
Sonoran Paloverde-Mixed Cacti Desert Scrub,Sh Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrub,Shrubland,Desert Scrub,SRM 507: Palo Verde-Cactus,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,9460
Southern California Dry-Mesic Chaparral,Sh Southern California Dry-Mesic Chaparral,Shrub,Shrubland,Chaparral,SRM 206: Chamise Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,98062
Western Great Plains Mesquite Shrubland,Sh Western Great Plains Mesquite Woodland and Shrubland,Shrub,Shrubland,Mesquite Woodland and Scrub,SRM 729: Mesquite,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,21647
California Central Valley Mixed Oak Savanna,Tr California Central Valley Mixed Oak Savanna,Tree,Hardwood,Western Oak Woodland and Savanna,SRM 201: Blue Oak Woodland,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,22991
California Coastal Live Oak Woodland and Savanna,Tr California Coastal Live Oak Woodland and Savanna,Tree,Hardwood,Western Oak Woodland and Savanna,SAF 255: California Coast Live Oak,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,96546
California Lower Montane Foothill Pine Woodland and Savanna,Tr California Lower Montane Foothill Pine Woodland and Savanna,Tree,Conifer,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,147886
Madrean Juniper Savanna,Tr Madrean Juniper Savanna,Tree,Conifer,Juniper Woodland and Savanna,SRM 735: Sideoats Grama-Sumac-Juniper,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,1498
Southern Rocky Mountain Ponderosa Pine Savanna,Tr Southern Rocky Mountain Ponderosa Pine Savanna,Tree,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,1364
Southern California Oak Woodland and Savanna,Tr Southern California Oak Woodland and Savanna,Tree,Hardwood,Western Oak Woodland and Savanna,SAF 255: California Coast Live Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,1922
Southern Rocky Mountain Juniper Woodland and Savanna,Tr Southern Rocky Mountain Juniper Woodland and Savanna,Tree,Conifer,Juniper Woodland and Savanna,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,27210
Willamette Valley Upland Prairie,Tr Willamette Valley Upland Prairie and Savanna,Herb,Grassland,Western Oak Woodland and Savanna,SAF 233: Oregon White Oak,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,42
Apacherian-Chihuahuan Semi-Desert Shrub-Steppe,Sh Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Shrub,Shrubland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,679686
Columbia Plateau Steppe and Grassland,He Columbia Plateau Steppe and Grassland,Herb,Grassland,Grassland and Steppe,SRM 106: Bluegrass Scabland,Herbaceous / Nonvascular-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,11512
Columbia Plateau Low Sagebrush Steppe,Sh Columbia Plateau Low Sagebrush Steppe,Shrub,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 406: Low Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,11183
Inter-Mountain Basins Big Sagebrush Steppe,Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,564525
Inter-Mountain Basins Montane Sagebrush Steppe,Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,684606
Inter-Mountain Basins Semi-Desert Shrub-Steppe,Sh Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrub,Shrubland,Desert Scrub,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,218761
Northern California Coastal Scrub,Sh Northern California Coastal Scrub,Shrub,Shrubland,Pacific Coastal Scrub,SRM 204: Northern Coastal Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,774
California Central Valley and Southern Coastal Grassland,He California Central Valley and Southern Coastal Grassland,Herb,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,40425
California Mesic Serpentine Grassland,He California Mesic Serpentine Grassland,Herb,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,56
California Northern Coastal Grassland,He California Northern Coastal Grassland,Herb,Grassland,Grassland,SRM 214: Coastal Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1452
