EVT_NAME,EVT_FUEL_N,EVT_LF,EVT_PHYS,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,COUNT
Mediterranean California Mesic Mixed Conifer Forest and Woodland,Tr Mediterranean California Mesic Mixed Conifer Forest and Woodland,Tree,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 211: White Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,20315398
Mediterranean California Mixed Oak Woodland,Tr Mediterranean California Mixed Oak Woodland,Tree,Hardwood,Western Oak Woodland and Savanna,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,5810138
Mediterranean California Lower Montane Conifer Forest and Woodland,Tr Mediterranean California Lower Montane Conifer Forest and Woodland,Tree,Conifer,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,7401821
California Montane Jeffrey Pine-(Ponderosa Pine) Woodland,Tr California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,Tree,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 247: Jeffrey Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,4462462
Mediterranean California Red Fir Forest,Tr Mediterranean California Red Fir Forest,Tree,Conifer,Red Fir Forest and Woodland,SAF 207: Red Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy,6348141
Mediterranean California Subalpine Woodland,Tr Mediterranean California Subalpine Woodland,Tree,Conifer,Subalpine Woodland and Parkland,SAF 256: California Mixed Subalpine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1364303
Mediterranean California Mesic Serpentine Woodland,Tr Mediterranean California Mesic Serpentine Woodland and Chaparral,Tree,Conifer,Chaparral,SAF 248: Knobcone Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,65121
Mediterranean California Mixed Evergreen Forest,Tr Mediterranean California Mixed Evergreen Forest,Tree,Conifer,California Mixed Evergreen Forest and Woodland,SAF 234: Douglas-Fir-Tanoak-Pacific Madrone,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,13677807
Northern California Mesic Subalpine Woodland,Tr Northern California Mesic Subalpine Woodland,Tree,Conifer,Mountain Hemlock Forest and Woodland,SAF 205: Mountain Hemlock,Tree-dominated,Open tree canopy,Evergreen open tree canopy,2275106
Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tr Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,Tree,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,6034
Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tr Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Tree,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 210: Interior Douglas-Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,40746
Southern Rocky Mountain Ponderosa Pine Woodland,Tr Southern Rocky Mountain Ponderosa Pine Woodland,Tree,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1002
Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tr Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Tree,Conifer,Spruce-Fir Forest and Woodland,SAF 206: Engelmann Spruce-Subalpine Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,51574
Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Tr Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Tree,Conifer,Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,2256526
Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tr Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,Tree,Conifer-Hardwood,Aspen-Mixed Conifer Forest and Woodland,SAF 217: Aspen,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,98508
Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland,Tr Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,Tree,Conifer,Mountain Mahogany Woodland and Shrubland,SRM 415: Curlleaf Mountain-Mahogany,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1344300
Columbia Plateau Scabland Shrubland,Sh Columbia Plateau Scabland Shrubland,Shrub,Shrubland,Desert Scrub,SRM 106: Bluegrass Scabland,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,6655
Mediterranean California Alpine Fell-Field,Sh Mediterranean California Alpine Fell-Field,Shrub,Shrubland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 213: Alpine Grassland,Shrub-dominated,Dwarf-shrubland,Mixed evergreen-deciduous dwarf-shrubland,3688
Sierra Nevada Alpine Dwarf-Shrubland,Sh Sierra Nevada Alpine Dwarf-Shrubland,Shrub,Shrubland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 213: Alpine Grassland,Shrub-dominated,Dwarf-shrubland,Evergreen dwarf-shrubland,1229751
Baja Semi-Desert Coastal Succulent Scrub,Sh Baja Semi-Desert Coastal Succulent Scrub,Shrub,Shrubland,Pacific Coastal Scrub,SRM 205: Coastal Sage Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,11153
Great Basin Xeric Mixed Sagebrush Shrubland,Sh Great Basin Xeric Mixed Sagebrush Shrubland,Shrub,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 406: Low Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,11023735
Inter-Mountain Basins Big Sagebrush Shrubland,Sh Inter-Mountain Basins Big Sagebrush Shrubland,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Evergreen shrubland,36865939
Inter-Mountain Basins Mixed Salt Desert Scrub,Sh Inter-Mountain Basins Mixed Salt Desert Scrub,Shrub,Shrubland,Salt Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,10197674
Mojave Mid-Elevation Mixed Desert Scrub,Sh Mojave Mid-Elevation Mixed Desert Scrub,Shrub,Shrubland,Desert Scrub,SRM 212: Blackbush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,33213204
North Pacific Montane Shrubland,Sh North Pacific Montane Shrubland,Shrub,Shrubland,Deciduous Shrubland,LF 41: Deciduous Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,142740
Rocky Mountain Lower Montane-Foothill Shrubland,Sh Rocky Mountain Lower Montane-Foothill Shrubland,Shrub,Shrubland,Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,268224
Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Sh Sonora-Mojave Creosotebush-White Bursage Desert Scrub,Shrub,Shrubland,Creosotebush Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,38888467
Sonora-Mojave Mixed Salt Desert Scrub,Sh Sonora-Mojave Mixed Salt Desert Scrub,Shrub,Shrubland,Salt Desert Scrub,SRM 414: Salt Desert Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,3125747
Sonoran Granite Outcrop Desert Scrub,Sh Sonoran Granite Outcrop Desert Scrub,Shrub,Shrubland,Desert Scrub,SRM 506: Creosotebush-Bursage,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,3937
Southern California Coastal Scrub,Sh Southern California Coastal Scrub,Shrub,Shrubland,Pacific Coastal Scrub,SRM 205: Coastal Sage Shrub,Shrub-dominated,Shrubland,Evergreen shrubland,7088896
California Maritime Chaparral,Sh California Maritime Chaparral,Shrub,Shrubland,Chaparral,SRM 208: Ceanothus Mixed Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,34179
California Mesic Chaparral,Sh California Mesic Chaparral,Shrub,Shrubland,Chaparral,SRM 207: Scrub Oak Mixed Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,1661745
California Montane Woodland and Chaparral,Sh California Montane Woodland and Chaparral,Shrub,Shrubland,Chaparral,SRM 209: Montane Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,6814081
California Xeric Serpentine Chaparral,Sh California Xeric Serpentine Chaparral,Shrub,Shrubland,Chaparral,SRM 209: Montane Shrubland,Shrub-dominated,Shrubland,Evergreen shrubland,126101
Great Basin Semi-Desert Chaparral,Sh Great Basin Semi-Desert Chaparral,Shrub,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,426827
Northern and Central California Dry-Mesic Chaparral,Sh Northern and Central California Dry-Mesic Chaparral,Shrub,Shrubland,Chaparral,SRM 206: Chamise Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,17626148
Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Sh Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrub,Shrubland,Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,7343
Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,Shrubland,Deciduous Shrubland,SRM 413: Gambel oak,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,12080
Sonora-Mojave Semi-Desert Chaparral,Sh Sonora-Mojave Semi-Desert Chaparral,Shrub,Shrubland,Chaparral,SRM 503: Arizona Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,1097559
Sonoran Paloverde-Mixed Cacti Desert Scrub,Sh Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrub,Shrubland,Desert Scrub,SRM 507: Palo Verde-Cactus,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1367581
Southern California Dry-Mesic Chaparral,Sh Southern California Dry-Mesic Chaparral,Shrub,Shrubland,Chaparral,SRM 206: Chamise Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,10180306
California Central Valley Mixed Oak Savanna,Tr California Central Valley Mixed Oak Savanna,Tree,Hardwood,Western Oak Woodland and Savanna,SRM 201: Blue Oak Woodland,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,391518
California Coastal Live Oak Woodland and Savanna,Tr California Coastal Live Oak Woodland and Savanna,Tree,Hardwood,Western Oak Woodland and Savanna,SAF 255: California Coast Live Oak,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,4037424
California Lower Montane Foothill Pine Woodland and Savanna,Tr California Lower Montane Foothill Pine Woodland and Savanna,Tree,Conifer,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,7738644
Southern California Oak Woodland and Savanna,Tr Southern California Oak Woodland and Savanna,Tree,Hardwood,Western Oak Woodland and Savanna,SAF 255: California Coast Live Oak,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,1337395
Columbia Plateau Steppe and Grassland,He Columbia Plateau Steppe and Grassland,Herb,Grassland,Grassland and Steppe,SRM 106: Bluegrass Scabland,Herbaceous / Nonvascular-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,2322133
Columbia Plateau Low Sagebrush Steppe,Sh Columbia Plateau Low Sagebrush Steppe,Shrub,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 406: Low Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,7777256
Inter-Mountain Basins Big Sagebrush Steppe,Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,1803578
Inter-Mountain Basins Montane Sagebrush Steppe,Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,14617568
Inter-Mountain Basins Semi-Desert Shrub-Steppe,Sh Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrub,Shrubland,Desert Scrub,SRM 403: Wyoming Big Sagebrush,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,3836654
Northern California Coastal Scrub,Sh Northern California Coastal Scrub,Shrub,Shrubland,Pacific Coastal Scrub,SRM 204: Northern Coastal Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,563395
California Central Valley and Southern Coastal Grassland,He California Central Valley and Southern Coastal Grassland,Herb,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,2823501
California Mesic Serpentine Grassland,He California Mesic Serpentine Grassland,Herb,Grassland,Grassland,SRM 215: Valley Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,8624
California Northern Coastal Grassland,He California Northern Coastal Grassland,Herb,Grassland,Grassland,SRM 214: Coastal Prairie,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,932193
Columbia Basin Foothill and Canyon Dry Grassland,He Columbia Basin Foothill and Canyon Dry Grassland,Herb,Grassland,Grassland,SRM 101: Bluebunch Wheatgrass,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,95084
Inter-Mountain Basins Semi-Desert Grassland,He Inter-Mountain Basins Semi-Desert Grassland,Herb,Grassland,Grassland,SRM 502: Grama-Galetta,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,304270
Mediterranean California Alpine Dry Tundra,He Mediterranean California Alpine Dry Tundra,Herb,Grassland,Dry Tundra,SRM 213: Alpine Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,34181
Mediterranean California Subalpine Meadow,He Mediterranean California Subalpine Meadow,Herb,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 216: Montane Meadows,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1226583
Rocky Mountain Alpine Turf,He Rocky Mountain Alpine Turf,Herb,Grassland,Dry Tundra,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,19123
Rocky Mountain Subalpine-Montane Mesic Meadow,He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,95544
Southern Rocky Mountain Montane-Subalpine Grassland,He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,Grassland,Grassland,SRM 410: Alpine Rangeland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,219621
California Central Valley Riparian Woodland,Tr California Central Valley Riparian Woodland and Shrubland,Tree,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Tree-dominated,Open tree canopy,Deciduous open tree canopy,357188
California Central Valley Riparian Shrubland,Tr California Central Valley Riparian Woodland and Shrubland,Shrub,Riparian,Western Riparian Woodland and Shrubland,SRM 203: Riparian Woodland,Shrub-dominated,Shrubland,Deciduous shrubland,316226
Inter-Mountain Basins Greasewood Flat,Sh Inter-Mountain Basins Greasewood Flat,Shrub,Shrubland,Greasewood Shrubland,SRM 501: Saltbush-Greasewood,Shrub-dominated,Shrubland,Evergreen shrubland,13439570
North Pacific Lowland Riparian Forest,Tr North Pacific Lowland Riparian Forest and Shrubland,Tree,Riparian,Red Alder Forest and Woodland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,59963
North Pacific Lowland Riparian Shrubland,Tr North Pacific Lowland Riparian Forest and Shrubland,Shrub,Riparian,Red Alder Forest and Woodland,SAF 222: Black Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,395058
North Pacific Montane Riparian Woodland,Tr North Pacific Montane Riparian Woodland and Shrubland,Tree,Riparian,Western Riparian Woodland and Shrubland,SAF 222: Black Cottonwood-Willow,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,347074
North Pacific Montane Riparian Shrubland,Tr North Pacific Montane Riparian Woodland and Shrubland,Shrub,Riparian,Western Riparian Woodland and Shrubland,SAF 222: Black Cottonwood-Willow,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,22375
Klamath-Siskiyou Xeromorphic Serpentine Savanna,Tr Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Tree,Conifer,Chaparral,SAF 248: Knobcone Pine,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,2157
North Pacific Alpine and Subalpine Dry Grassland,He North Pacific Alpine and Subalpine Dry Grassland,Herb,Grassland,Grassland,SRM 103: Green Fescue,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,1518
Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tr Sierran-Intermontane Desert Western White Pine-White Fir Woodland,Tree,Conifer,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 211: White Fir,Tree-dominated,Open tree canopy,Evergreen open tree canopy,938674
North Pacific Wooded Volcanic Flowage,Tr North Pacific Wooded Volcanic Flowage,Tree,Conifer,Douglas-fir-Ponderosa Pine-Lodgepole Pine Forest and Woodland,SAF 218: Lodgepole Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,340347
California Coastal Closed-Cone Conifer Forest and Woodland,Tr California Coastal Closed-Cone Conifer Forest and Woodland,Tree,Conifer,Conifer-Oak Forest and Woodland,SAF 248: Knobcone Pine,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,127229
Recently Logged-Herb and Grass Cover,He Recently Logged-Herb and Grass Cover,Herb,Grassland,Transitional Herbacous Vegetation,LF 62: Recently Logged - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,319221
Recently Logged-Shrub Cover,Sh Recently Logged-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,LF 63: Recently Logged - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,321401
Recently Logged-Tree Cover,Tr Recently Logged-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,LF 64: Recently Logged - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,417624
Recently Burned-Herb and Grass Cover,He Recently Burned-Herb and Grass Cover,Herb,Grassland,Transitional Herbacous Vegetation,LF 66: Recently Burned - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,3324234
Recently Burned-Shrub Cover,Sh Recently Burned-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,LF 67: Recently Burned - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,2823481
Recently Burned-Tree Cover,Tr Recently Burned-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,LF 68: Recently Burned - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,1667010
Recently Disturbed Other-Herb and Grass Cover,He Recently Disturbed-Herb and Grass Cover,Herb,Grassland,Transitional Herbacous Vegetation,LF 98: Recently Distrubed Other - Herbaceous,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,19554
Recently Disturbed Other-Shrub Cover,Sh Recently Disturbed-Shrub Cover,Shrub,Shrubland,Transitional Shrub Vegetation,LF 99: Recently Disturbed Other - Shrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,19146
Recently Disturbed Other-Tree Cover,Tr Recently Disturbed-Tree Cover,Tree,Conifer,Transitional Forest Vegetation,LF 100: Recently Disturbed Other - Tree,Tree-dominated,Open tree canopy,Evergreen open tree canopy,50499
Mediterranean California Mesic Serpentine Chaparral,Tr Mediterranean California Mesic Serpentine Woodland and Chaparral,Shrub,Shrubland,Chaparral,SAF 248: Knobcone Pine,Shrub-dominated,Shrubland,Evergreen shrubland,76125
Mediterranean California Lower Montane Black Oak Forest and Woodland,Tr Mediterranean California Lower Montane Black Oak Forest and Woodland,Tree,Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,552863
Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Tr Mediterranean California Lower Montane Black Oak - Conifer Forest and Woodland,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 246: California Black Oak,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,905770
California Lower Montane Blue Oak Woodland and Savanna,Tr California Lower Montane Blue Oak Forest and Woodland,Tree,Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,737419
California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Tr California Lower Montane Blue Oak-Foothill Pine Forest and Woodland,Tree,Conifer-Hardwood,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,1052279
Klamath-Siskiyou Xeromorphic Serpentine Chaparral,Tr Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,Shrub,Shrubland,Chaparral,SAF 248: Knobcone Pine,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,39862
Open Water,Ba Open Water,Water,Open Water,Open Water,LF 11: Water,Non-vegetated,Non-vegetated,Non-vegetated,22220321
Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Bab Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,LF 20: Developed,Non-vegetated,Non-vegetated,Developed,785034
Developed-Low Intensity,Bau Developed-Low Intensity,Developed,Developed-Low Intensity,Developed-Low Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,4782631
Developed-Medium Intensity,Bau Developed-Medium Intensity,Developed,Developed-Medium Intensity,Developed-Medium Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,5105237
Developed-High Intensity,Bau Developed-High Intensity,Developed,Developed-High Intensity,Developed-High Intensity,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,1605403
Developed-Roads,Bau Developed-Roads,Developed,Developed-Roads,Developed-Roads,LF 20: Developed,No Dominant Lifeform,No Dominant Lifeform,Developed,12423975
Temperate Pacific Freshwater Emergent Marsh,He Temperate Pacific Freshwater Emergent Marsh,Herb,Riparian,Freshwater Marsh,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,2409433
Temperate Pacific Tidal Salt and Brackish Marsh,He Temperate Pacific Tidal Salt and Brackish Marsh,Herb,Riparian,Tidal Marsh,LF 50: Tidal Flats and Marshes,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,424429
North Pacific Montane Massive Bedrock-Cliff and Talus,Sps North Pacific Sparsely Vegetated Systems,Sparse,Sparsely Vegetated,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,222347
North American Glacier and Ice Field,Ba Snow-Ice,Snow-Ice,Snow-Ice,Snow-Ice,LF 12: Snow-Ice,Non-vegetated,Non-vegetated,Non-vegetated,45374
Western Cool Temperate Urban Deciduous Forest,Dtd Urban Deciduous Forest,Tree,Developed,Developed-Upland Deciduous Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Deciduous open tree canopy,276087
Western Cool Temperate Urban Evergreen Forest,Dtc Urban Evergreen Forest,Tree,Developed,Developed-Upland Evergreen Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Evergreen open tree canopy,891887
Western Cool Temperate Urban Mixed Forest,Dtm Urban Mixed Deciduous-Evergreen Forest,Tree,Developed,Developed-Upland Mixed Forest,LF 20: Developed,Tree-dominated,Open tree canopy,Mixed evergreen-deciduous open tree canopy,107035
Western Cool Temperate Urban Herbaceous,Dgr Urban Herbaceous,Herb,Developed,Developed-Upland Herbaceous,LF 20: Developed,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,330137
Western Cool Temperate Urban Shrubland,Dsh Urban Shrubland,Shrub,Developed,Developed-Upland Shrubland,LF 20: Developed,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,478742
